Great to get a comparison of tyres on offer and prices,value for money positive,,,,,,,,,,,,,
Good Prices Quick delivery. Easy to use website,value for money positive,delivery punctuality positive,,,,,,,,,,,,
"Easy, good prices, offers",value for money positive,,,,,,,,,,,,,
Good service and excellent value,value for money positive,,,,,,,,,,,,,
"experience spoiled by wait for wheel alignment. Garage booked a specific time for the tyre change, which was good. But then had to wait ages for the wheel alignment. So that spoiled the experience. In total I was at the garage over two hours.",garage service negative,wait time negative,,,,,,,,,,,,
The service was excellent. I had ordered the wrong tyres and they got the right ones out to me very quickly. Polite and helpful service over the phone too.,advisoragent service positive,,,,,,,,,,,,,
"Great prices. Dealt with [REDACTED] a few times and have never had any problems , great prices and service .",value for money positive,,,,,,,,,,,,,
I bought 4 tyres in Ormskirk branch and requested to check my brakes. They didn't check. Why? I'm very disappointed.,garage service negative,,,,,,,,,,,,,
"Very simple process, i had to ring the garage to confirm the time but that worked well as well.",garage service positive,,,,,,,,,,,,,
Tyres have so far been great!Impressed with [REDACTED] and the slick way the website navigates you as well as getting them delivered to my local garage for fitting. Will definately be coming back!,location positive,tyre quality positive,,,,,,,,,,,,
"Do not use Very poor customer service. Yes, the tyres they sell are at a more competitive price than the manufacturer of my car however their customer service is appalling. I spent almost £300 on new tyres and booked a fitting slot for the Wednesday the following week only to receive an email literally 24hrs in advance saying there was a delay on my order. There was no explanation for the delay and they rebooked me a new slot without even phoning me to discuss a suitable day. As a result I had to take a day off work to accommodate this as I couldn’t postpone the fitting any longer. I replied to their customer service teams email stressing my dissatisfaction to never receive an explanation or compensation for the delay. This is not acceptable customer service when someone is spending hundreds of pounds they expect to receive the goods on the day they were promised. Definitely wouldn’t use [REDACTED] again!",advisoragent service negative,value for money negative,,,,,,,,,,,,
Smooth transaction from start to finish and a good price too.,value for money positive,,,,,,,,,,,,,
First and last time using. Used for the first time and would not use again. The garage I had the tyres sent to damaged two rims on my car and between the garage and [REDACTED] weren’t interested and basically said the damage was caused by myself from an impact rather than from tyre machine. Had tyres fitted at ATS on previous occasions and no such issue so lesson learned from using [REDACTED] and approved fitters in the future.,garage service positive,,,,,,,,,,,,,
"Would Definitely use again. Excellent price, easy ordering and arranging fitting at local garage, Carmaster, Harrogate. Will definitely use both again!!",value for money positive,location positive,ease of booking positive,,,,,,,,,,,
Good customer service!,advisoragent service positive,,,,,,,,,,,,,
I was told my tyre had not arrived at the garage for my initial appointment the night before the appointment. I then had to call [REDACTED] to find out how to rectify this issue. They told me the tyre had arrived at the garage and I needed to call the garage. I called the garage who then informed me that the tyre was not there. I then had to get back in touch with [REDACTED] for them to speak again to the garage. I was then informed that the tyre was there and my appointment was rescheduled to take my car in any time after 12pm. I arrived for the garage to tell me my appointment was at 1pm and needed to go away and come back. I have not been impressed with [REDACTED].,delivery punctuality negative,advisoragent service negative,booking confusion negative,,,,,,,,,,,
Good price and service from your partner garage,value for money positive,garage service positive,,,,,,,,,,,,
Excellent Service as Always. As an existing customer reordering tyres is so quick and easy. Great communication and HiQ tyre centre in Plymouth is great.,garage service positive,,,,,,,,,,,,,
Great service. Very helpful and knowledgeable staff. Exc++++++++,garage service positive,,,,,,,,,,,,,
Great customer service an excellent service,advisoragent service positive,,,,,,,,,,,,,
"Good value tyres, good service and choice of stockists",value for money positive,,,,,,,,,,,,,
"Great service, especially from Midway Garage.",garage service positive,,,,,,,,,,,,,
Very easy to order and fitting at home was a bonus,mobile fitter positive,,,,,,,,,,,,,
"Amazing prices. Super fitters. Very easy to use, good communication. Many thanks. Ross Sutton",garage service positive,value for money positive,,,,,,,,,,,,
"Good prices, easy booking service, and great fitting team.",ease of booking positive,value for money positive,garage service positive,,,,,,,,,,,
"Very easy to use service. The garage I used, Budgets in Motherwell, were fantastic. Quick and efficient.",length of fitting positive,garage service positive,,,,,,,,,,,,
